label	lp_text	title
consistent	楽天カードの新規入会特典ご案内ページ。楽天カードは年会費永年無料。ポイントを貯めたい方におすすめのスタンダードなクレジットカードです。24時間いつでもカンタン申し込み、ETCカード追加付帯可能	楽天ピンクカード限定の選べるカスタマイズサービス!街でのご利用から公共料金のお支払いまで。
inconsistent	岐阜県多治見市で賃貸物件を探すなら【スマホでCHINTAI】賃貸アパート・マンションなど不動産賃貸の物件情報を毎日更新！豊富な検索条件で多治見市内の部屋探しをサポート。お部屋探し、賃貸住宅情報はもちろん、不動産会社・家賃相場の検索も！【CHINTAIアプリ】【LINEで探すCHINTAIエージェント】	秋田県の多治見市アパート多数掲載。初期費用の問い合わせもカンタン！賃貸情報サイトCHINTAI。
consistent	医療保険のことならメディケア生命保険株式会社(住友生命のグループ会社)。お手頃な保険料でサポートする医療保険をお届けします。	持病がある方に朗報
inconsistent	布団・ロボット掃除機を買うならジャパネット公式サイト！分割金利手数料負担やお得なセット購入など、ジャパネットならではの特典が満載！人気商品も長期保証が選べて購入後も安心。厳選した布団・ロボット掃除機の購入はジャパネットへ。	睡眠環境を改善するマットレス
inconsistent	福井県敦賀市で賃貸物件を探すなら【スマホでCHINTAI】賃貸アパート・マンションなど不動産賃貸の物件情報を毎日更新！豊富な検索条件で敦賀市内の部屋探しをサポート。お部屋探し、賃貸住宅情報はもちろん、不動産会社・家賃相場の検索も！【CHINTAIアプリ】【LINEで探すCHINTAIエージェント】	長野県の物件多数掲載。初期敦賀マンションの問い合わせもカンタン！賃貸情報サイトCHINTAI。
consistent	一戸建て売却や査定なら、【住友不動産販売】にお任せください!!住友不動産販売は全国に広がる営業ネットワークによる「地域密着の営業体制」、そして広告戦略からお取引後のアフターフォローまで一貫した「マンツーマンの営業体制」によりお客様にご満足のいただけるサービスをご提供いたします。	住宅戸建査定
consistent	千葉県野田市で賃貸物件を探すなら【スマホでCHINTAI】賃貸アパート・マンションなど不動産賃貸の物件情報を毎日更新！豊富な検索条件で野田市内の部屋探しをサポート。お部屋探し、賃貸住宅情報はもちろん、不動産会社・家賃相場の検索も！【CHINTAIアプリ】【LINEで探すCHINTAIエージェント】	賃貸・アパートを検索/野田市
inconsistent	くらべればメディケア生命！医療保険も死亡保険も！メディケア生命保険の一生涯保険料があがらない、もっとフィットできる医療保険「新メディフィットＡ」と、お手頃な保険料で安心の保障内容の定期保険「メディフィット定期」のご紹介です。	入院・香川県民共済・特定112疾病への備えなど、気になる保障をパワーアップできる医療保険。
consistent	入院や手術経験のある方が入りやすいオリックス生命の医療保険サポートと終身保険サポートのご紹介です。	オリックス生命の女性向け保険
consistent	Windows,MacOSもPC・スマホ一元管理ができる、MDMツール「 LANSCOPE エンドポイントマネージャー クラウド版 」。圧倒的な使いやすさで、90％以上のお客様が継続利用。導入実績7,500社以上のノウハウを活かし、MDM徹底比較をご案内。	デバイス管理におけるサービス残業・過剰労働・隠れ残業を、lanscopeが業務の見える化で解決。
inconsistent	川口アパートメントのマンション概要です。川口アパートメント（所在地：東京都文京区春日２丁目、最寄駅：東京メトロ丸ノ内線「後楽園」駅）にお住まいになりたい方向けに写真、売出中物件、賃貸物件、相場情報などをご覧いただけたり、ご所有されている方向けに無料査定、売却相談、貸主相談をお受けしております。川口アパートメントの売却・査定・購入（中古マンション）・賃貸を検討されている方は、住友不動産販売にご相談ください。	川口アパートメント
consistent	不動産の査定なら、【住友不動産販売】にお任せください!!住友不動産販売は全国に広がる営業ネットワークによる「地域密着の営業体制」、そして広告戦略からお取引後のアフターフォローまで一貫した「マンツーマンの営業体制」によりお客様にご満足のいただけるサービスをご提供いたします。	京都エリアで不動産売却・査定の事なら住友不動産販売へお任せください・まずはカンタン無料査定
inconsistent	今おすすめの人気の生命(死亡)保険ランキングを発表！東証プライム市場上場企業が運営する国内最大級の保険選びサイト『保険市場』では、実際にネットや通販で申し込まれた商品をランキングでご紹介！	【学資保険】いざというときに困らないように備えよう。保険花丸大吉保険保険がきっと見つかる。
consistent	土地売却や査定なら、【住友不動産販売】にお任せください!!住友不動産販売は全国に広がる営業ネットワークによる「地域密着の営業体制」、そして広告戦略からお取引後のアフターフォローまで一貫した「マンツーマンの営業体制」によりお客様にご満足のいただけるサービスをご提供いたします。	【無料】土地を売却査定
consistent	こちらはニトリの公式通販ニトリネット、パーソナルチェアの商品一覧です。人気のパーソナルチェアを多数ご紹介。店舗共通ニトリメンバーズカードでポイント獲得。	座面ひろびろ一人用ソファ
consistent	日本最大級の医療介護求人サイト【ジョブメドレー】では歯科助手求人 4706 件を掲載中。給料や正職員・パートアルバイトといった勤務形態、未経験可、ボーナス・賞与ありなど、さまざまな条件であなたに合った求人を検索できます。	【新着】歯科助手スタッフの求人
inconsistent	医療保険のことならメディケア生命保険株式会社(住友生命のグループ会社)。お手頃な保険料でサポートする医療保険をお届けします。	県民共済なら持病があっても、入っても安心!目的に合わせたプランのカンタン見積り可能。
consistent	新庄剛志のCMでおなじみのCHINTAIでお部屋探し！千葉市の賃貸・部屋探し情報はCHINTAI。千葉市の賃貸マンション・賃貸アパートなど不動産賃貸の物件情報を毎日更新！豊富な検索条件で千葉市の部屋探しをサポート。お部屋探し、賃貸住宅情報はもちろん、不動産会社・家賃相場の検索もCHINTAI！【スマホでCHINTAI】	千葉の賃貸物件情報を今すぐCHECK!最新の空き状況や詳細情報がスマホで確認できる
inconsistent	茨城県つくば市で賃貸物件を探すなら【スマホでCHINTAI】賃貸アパート・マンションなど不動産賃貸の物件情報を毎日更新！豊富な検索条件でつくば市内の部屋探しをサポート。お部屋探し、賃貸住宅情報はもちろん、不動産会社・家賃相場の検索も！【CHINTAIアプリ】【LINEで探すCHINTAIエージェント】	長野県の物件多数掲載。初期費用の問い合わせもカンタン！つくば賃貸物件を様々な条件で探せる。
inconsistent	不動産売却や査定なら、【住友不動産販売】にお任せください!!住友不動産販売は全国に広がる営業ネットワークによる「地域密着の営業体制」、そして広告戦略からお取引後のアフターフォローまで一貫した「マンツーマンの営業体制」によりお客様にご満足のいただけるサービスをご提供いたします。不動産売却の際に必要となる知識や注意点、事前に知っておきたい取引の流れなど、不動産売却に関する様々な情報を掲載しております。不動産の売却をご検討の際は、住友の仲介＜ステップ＞が完全バックアップ致します。不動産の売却をご検討なら、住友不動産販売にお気軽にご相談ください。	緑区の不動産情報なら住友不動産販売にお任せください・見積査定＆ご相談は無料
consistent	すぐ働けてすぐお金がもらえるスキマバイトアプリ、Timee(タイミー)。 面接なし。お金はその日にGET。 働きたい時間に好きなだけ働けます。梱包・仕分作業を中心とする物流企業・レストランや居酒屋などの飲食店・コンビニ・アパレル・企業へのワンデイインターンのような仕事が満載。アプリのダウンロード、企業様のお問い合わせはこちら。	【公式】Timee／CM放映中！すきな時間、すきな場所、その日にバイト。最短1時間で働ける！
inconsistent	土地売却や査定なら、【住友不動産販売】にお任せください!!住友不動産販売は全国に広がる営業ネットワークによる「地域密着の営業体制」、そして広告戦略からお取引後のアフターフォローまで一貫した「マンツーマンの営業体制」によりお客様にご満足のいただけるサービスをご提供いたします。	土地を高く売りたいなら、査定額を一括比較!売却に関する相談も24時間受付中
consistent	長野県塩尻市で賃貸物件を探すなら【スマホでCHINTAI】賃貸アパート・マンションなど不動産賃貸の物件情報を毎日更新！豊富な検索条件で塩尻市内の部屋探しをサポート。お部屋探し、賃貸住宅情報はもちろん、不動産会社・家賃相場の検索も！【CHINTAIアプリ】【LINEで探すCHINTAIエージェント】	【塩尻市】賃貸アパート情報
consistent	ペット可・ペット相談可の賃貸物件・部屋探し情報はCHINTAI。ペット飼育可能な賃貸マンション・アパートなら大切な家族の一員であるペット(犬・猫)と暮らせます！ペットOKの賃貸(賃貸マンション・アパート)住宅の賃貸物件・お部屋探し情報を毎日更新！【スマホでCHINTAI】	宇都宮の賃貸マンション・アパート・一戸建ての物件掲載数が豊富。賃貸情報サイト CHINTAI。
inconsistent	長崎県大村市で賃貸物件を探すなら【スマホでCHINTAI】賃貸アパート・マンションなど不動産賃貸の物件情報を毎日更新！豊富な検索条件で大村市内の部屋探しをサポート。お部屋探し、賃貸住宅情報はもちろん、不動産会社・家賃相場の検索も！【CHINTAIアプリ】【LINEで探すCHINTAIエージェント】	大村市アパートを始めたい女性必見！セキュリティ充実の安心なお部屋が見つかる。Woman.CHINTAI
consistent	群馬県高崎市で賃貸物件を探すなら【スマホでCHINTAI】賃貸アパート・マンションなど不動産賃貸の物件情報を毎日更新！豊富な検索条件で高崎市内の部屋探しをサポート。お部屋探し、賃貸住宅情報はもちろん、不動産会社・家賃相場の検索も！【CHINTAIアプリ】【LINEで探すCHINTAIエージェント】	高崎/賃貸アパート情報サイト
consistent	こちらはニトリの公式通販ニトリネット、テーブル・机の商品一覧です。人気のテーブル・机を多数ご紹介。店舗共通ニトリメンバーズカードでポイント獲得。	折りたたみテーブルならニトリ
inconsistent	くらべればメディケア生命！医療保険も死亡保険も！メディケア生命保険の一生涯保険料があがらない、もっとフィットできる医療保険「新メディフィットＡ」と、お手頃な保険料で安心の保障内容の定期保険「メディフィット定期」のご紹介です。	メディフィットは、医療保険、介護保険、がん保険など豊富な種類をご案内しております
consistent	人気カードローンを徹底比較！最短即日融資でお金が借りられるキャッシングを厳選！収入証明書不要で一定期間無利息で借入可能な消費者金融も！既に借入がある方も、秘密で借りたい方も、あなたにオススメのカードローンは？	低金利で借入したい方におすすめ・スマホ完結のカードローン・14時迄なら即日振込可
inconsistent	FEMMUE ＜ファミュ＞ 公式オンラインストアのファンデーション一覧ページです。繊細にブレンドされた美しい天然の香りの商品をご用意しています。	肌は美しく、心は上向きに。太陽の下で堂々と過ごせるトーンアップファミュクッションクリーム。
inconsistent	取扱保険会社数95社。オンライン保険相談では、ご自宅で保険のご相談や見直し、申込までできると好評。お客さま専用の設計書や商品パンフレットを見ながら保険の検討ができます。お客様満足度97.9％。東証プライム市場上場会社が運営する「保険市場」にご相談ください。	女性保険の加入は早めの準備を!女性特有の病気やがんに手厚い保障保険市場デメリット準備方法。
consistent	公文式(算数・数学、英語、国語)のご案内。地図や郵便番号、住所から、お近くの教室を探すことができます。メールやフリーダイヤルでもお問い合わせしていただけます。幼児、小学生から中高生、社会人迄対象。	くもん 豊中
consistent	40年以上にわたって高品質の注文住宅を適正価格でお届けし続けてきたアキュラホームだからこそできる納得の二世帯住宅づくり。お施主さまの理想を叶えた二世帯住宅の事例も紹介中。パンフレットを無料プレゼントしていますのでお気軽にお申し込みください。	3階建て新築二世帯住宅
consistent	香川県三豊市で賃貸物件を探すなら【スマホでCHINTAI】賃貸アパート・マンションなど不動産賃貸の物件情報を毎日更新！豊富な検索条件で三豊市内の部屋探しをサポート。お部屋探し、賃貸住宅情報はもちろん、不動産会社・家賃相場の検索も！【CHINTAIアプリ】【LINEで探すCHINTAIエージェント】	【三豊市】賃貸アパート情報
consistent	匠の心で建てる完全自由設計の注文住宅を扱うハウスメーカー、アキュラホームの公式Webサイトです。『カンナ社長』と言えばアキュラホーム。高気密・高断熱・高耐震仕様に加え、平屋・大収納・大空間・超空間・二世帯・ペットと暮らす・全館空調・太陽光等あらゆる住まいのご要望に合わせた注文住宅の間取り提案が強みのハウスメーカーです。お近くの展示場・モデルハウスでご体感ください。	【新築家愛知県】アキュラホーム
inconsistent	入院や手術経験のある方が入りやすいオリックス生命の医療保険サポートと終身保険サポートのご紹介です。	75歳まで申込めるファインセーブ
consistent	楽天カードの新規入会特典ご案内ページ。楽天カードは年会費永年無料。ポイントを貯めたい方におすすめのスタンダードなクレジットカードです。24時間いつでもカンタン申し込み、ETCカード追加付帯可能	公式／楽天ピンクカード海外旅行保険がカンタン！免許証・印鑑不要。審査完了後に約1週間で届く
inconsistent	オリックス生命保険株式会社の保険商品ページ。死亡保険FineSave[ファインセーブ](定期保険)の特長・ポイントをご案内しています。ファインセーブは、一定期間の死亡保障をお手頃な保険料で準備できる、掛け捨て型の定期保険。病気でも事故でも災害でも同額の死亡保障です。	オリックスのファインセーブ・オリックス生命の医療保険は、お手頃な保険料で充実の保障内容。
consistent	FEMMUE ＜ファミュ＞ 公式オンラインストアのクレンジング・洗顔一覧ページです。繊細にブレンドされた美しい天然の香りの商品をご用意しています。	バーム、ジェル、オイルから選べる人気のクレンジング。
inconsistent	保険料は一生涯あがりません！メディケア生命保険の充実保障の医療保険「新メディフィットＡ」のご紹介です。	医療通院保険ランキング
consistent	＜未経験OKの案件多数！＞関東の派遣、人材派遣のお仕事・求人情報なら【リクナビ派遣】全国30000件以上の人材派遣の情報から、時給1600円以上、オフィスワーク、残業なし等の条件であなたにピッタリのお仕事が探せます！	人気の在宅ワークokの求人も掲載
inconsistent	土地売却や査定なら、【住友不動産販売】にお任せください!!住友不動産販売は全国に広がる営業ネットワークによる「地域密着の営業体制」、そして広告戦略からお取引後のアフターフォローまで一貫した「マンツーマンの営業体制」によりお客様にご満足のいただけるサービスをご提供いたします。	土地の価値を最大化するために、複数社の見積もりやプランを比較するのがおすすめ。
consistent	土地売却や査定なら、【住友不動産販売】にお任せください!!住友不動産販売は全国に広がる営業ネットワークによる「地域密着の営業体制」、そして広告戦略からお取引後のアフターフォローまで一貫した「マンツーマンの営業体制」によりお客様にご満足のいただけるサービスをご提供いたします。	葛飾区の土地売却なら住友不動産販売・全国に広がる直営仲介ネットワークで徹底サポート
inconsistent	HRBrainは、顧客満足度No.1の人事・現場が使いやすいタレントマネジメントシステムです。「人事評価」「人材育成・配置」「人材データ管理」「組織分析」など人事の重要な業務を効率化し、蓄積したデータをもとに効果的な人事戦略を実現できます。	タレントマネジメント
inconsistent	今おすすめの人気の生命保険ランキングを発表！東証プライム市場上場企業が運営する国内最大級の保険選びサイト『保険市場』では、気になる医療保険、がん保険などの商品をランキングでご紹介！	お客様満足度97.9%。スマホとネット環境があれ生命保険ネットの相談、保険選びは保険市場。
consistent	こちらはニトリの公式通販ニトリネット、折りたたみベッドの商品一覧です。人気の折りたたみベッドを多数ご紹介。店舗共通ニトリメンバーズカードでポイント獲得。	折りたたみベッドならニトリ
consistent	今おすすめの人気の少額短期（葬儀保険）ランキングを発表！東証プライム市場上場企業が運営する国内最大級の保険選びサイト『保険市場』では、実際にネットや通販で申し込まれた商品をランキングでご紹介！	保険市場／葬儀保険おすすめ
inconsistent	ビルやマンション・アパートなどの投資用不動産の売却、査定は住友不動産販売にお任せください。	収益物件を売るなら不動産投資
consistent	不動産の査定なら、【住友不動産販売】にお任せください!!住友不動産販売は全国に広がる営業ネットワークによる「地域密着の営業体制」、そして広告戦略からお取引後のアフターフォローまで一貫した「マンツーマンの営業体制」によりお客様にご満足のいただけるサービスをご提供いたします。	豊洲の不動産売買
inconsistent	くらべればメディケア生命！医療保険も死亡保険も！メディケア生命保険の一生涯保険料があがらない、もっとフィットできる医療保険「新メディフィットＡ」と、お手頃な保険料で安心の保障内容の定期保険「メディフィット定期」のご紹介です。	DMM.comは業界初65万口座突破で国内1位/最大2万円キャッシュバックの特典あり・詳細はこちら。
consistent	静岡市で賃貸物件を探すなら【スマホでCHINTAI】賃貸アパート・マンションなど不動産賃貸の物件情報を毎日更新！豊富な検索条件で静岡市内の部屋探しをサポート。お部屋探し、賃貸住宅情報はもちろん、不動産会社・家賃相場の検索も！【CHINTAIアプリ】【LINEで探すCHINTAIエージェント】	静岡の物件多数掲載。ライフスタイルを豊かにする情報や最新の賃貸物件を多数ご用意
consistent	滋賀県草津市で賃貸物件を探すなら【スマホでCHINTAI】賃貸アパート・マンションなど不動産賃貸の物件情報を毎日更新！豊富な検索条件で草津市内の部屋探しをサポート。お部屋探し、賃貸住宅情報はもちろん、不動産会社・家賃相場の検索も！【CHINTAIアプリ】【LINEで探すCHINTAIエージェント】	【草津市】賃貸アパート情報
consistent	公文式(算数・数学、英語、国語)のご案内。地図や郵便番号、住所から、お近くの教室を探すことができます。メールやフリーダイヤルでもお問い合わせしていただけます。幼児、小学生から中高生、社会人迄対象。	【くもん】新潟
consistent	LANSCOPE の導入実績は20,000社以上。上場企業4社に1社、金融機関の3社に1社。高いセキュリティ水準を求められる多くの企業に採用されています。	lanscopeランスコープでアップデート管理・情報漏洩対策・ウイルス対策の課題解決はコチラ
consistent	今おすすめの人気の生命(死亡)保険ランキングを発表！東証プライム市場上場企業が運営する国内最大級の保険選びサイト『保険市場』では、実際にネットや通販で申し込まれた商品をランキングでご紹介！	保険市場おすすめの保険top3
consistent	FLEXYの「職種から案件を探す」のページです。フリーランスや副業のエンジニア、CTO、技術顧問の仕事のご紹介なら「FLEXY」（フレキシー）。CTOインタビューやCTOイベントレポートなど最先端の技術やIT企業の情報がわかります。エンジニアだけでなくデザイナー/ディレクター/マーケティングの案件もありますのでお気軽にご相談ください。	毎月安定した収入を得るには？
inconsistent	入院や手術経験のある方が入りやすいオリックス生命の医療保険サポートと終身保険サポートのご紹介です。	80才でも入れる医療保険
inconsistent	くらべればメディケア生命！医療保険も死亡保険も！メディケア生命保険の一生涯保険料があがらない、もっとフィットできる医療保険「新メディフィットＡ」と、お手頃な保険料で安心の保障内容の定期保険「メディフィット定期」のご紹介です。	府民共済の保障内容とは?
consistent	山口県山口市で賃貸物件を探すなら【スマホでCHINTAI】賃貸アパート・マンションなど不動産賃貸の物件情報を毎日更新！豊富な検索条件で山口市内の部屋探しをサポート。お部屋探し、賃貸住宅情報はもちろん、不動産会社・家賃相場の検索も！【CHINTAIアプリ】【LINEで探すCHINTAIエージェント】	山口市の賃貸アパート情報
consistent	大学・短大・専門学校のオープンキャンパスに行こう！2022年度のオープンキャンパス日程・カレンダーを多数掲載。大学・短大・専門学校の進学情報なら【スタディサプリ 進路（旧：リクナビ進学）】	オープンキャンパスや専門学校の資料請求ならスタディサプリ進路・開催地や日程を今すぐチェック
consistent	こちらはニトリの公式通販ニトリネット、テーブル・机の商品一覧です。人気のテーブル・机を多数ご紹介。店舗共通ニトリメンバーズカードでポイント獲得。	ニトリの折りたたみテーブル
